Dosing,Data,Dose_Timing,Ref_ID,Temporal_ID,Time,Converted_Concentration,Metabolite,Dose_Amount,Dose_mg_daily,Dose_Binary,Feeding_State,Sex_Ratio,Sex_Binary,Age_Cont,Age_Binary,Weight,Number,Disease,Disease_Binary,Drug,Drug_Binary,Drug_Reduced,Raw_Concentration,Raw_Units,Unit_Notes,Other_Notes
Single,Single,0,38,60,3,878.1411,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,8.5,Children,21,10,Giardia intestinalis,Infected,None,None,None,878.1411,ng/ml,No conversion required,
Single,Single,0,38,60,4,625.0576,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,8.5,Children,21,10,Giardia intestinalis,Infected,None,None,None,625.0576,ng/ml,No conversion required,
Single,Single,0,38,60,6,363.164,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,8.5,Children,21,10,Giardia intestinalis,Infected,None,None,None,363.164,ng/ml,No conversion required,
Single,Single,0,38,60,8,202.1898,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,8.5,Children,21,10,Giardia intestinalis,Infected,None,None,None,202.1898,ng/ml,No conversion required,
Single,Single,0,38,60,12,73.9041,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,8.5,Children,21,10,Giardia intestinalis,Infected,None,None,None,73.9041,ng/ml,No conversion required,
Single,Single,0,38,60,24,0,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,8.5,Children,21,10,Giardia intestinalis,Infected,None,None,None,0,ng/ml,No conversion required,
Single,Single,0,38,61,0,0,Alb,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,0,ng/ml,No conversion required,
Single,Single,0,38,61,0.5,1.0225,Alb,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,1.0225,ng/ml,No conversion required,
Single,Single,0,38,61,1,39.4377,Alb,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,39.4377,ng/ml,No conversion required,
Single,Single,0,38,61,1.5,78.5394,Alb,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,78.5394,ng/ml,No conversion required,
Single,Single,0,38,61,2,9.9218,Alb,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,9.9218,ng/ml,No conversion required,
Single,Single,0,38,61,3,0.3025,Alb,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,0.3025,ng/ml,No conversion required,
Single,Single,0,38,61,4,0,Alb,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,0,ng/ml,No conversion required,
Single,Single,0,38,61,6,0,Alb,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,0,ng/ml,No conversion required,
Single,Single,0,38,61,8,0,Alb,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,0,ng/ml,No conversion required,
Single,Single,0,38,61,12,0,Alb,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,0,ng/ml,No conversion required,
Single,Single,0,38,61,24,0,Alb,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,0,ng/ml,No conversion required,
Single,Single,0,38,61,0,0,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,0,ng/ml,No conversion required,
Single,Single,0,38,61,0.5,142.5819,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,142.5819,ng/ml,No conversion required,
Single,Single,0,38,61,1,496.7244,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,496.7244,ng/ml,No conversion required,
Single,Single,0,38,61,1.5,574.529,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,574.529,ng/ml,No conversion required,
Single,Single,0,38,61,2,583.2438,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,583.2438,ng/ml,No conversion required,
Single,Single,0,38,61,3,643.8777,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,643.8777,ng/ml,No conversion required,
Single,Single,0,38,61,4,384.98,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,384.98,ng/ml,No conversion required,
Single,Single,0,38,61,6,316.2391,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,316.2391,ng/ml,No conversion required,
Single,Single,0,38,61,8,126.595,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,126.595,ng/ml,No conversion required,
Single,Single,0,38,61,12,75.4792,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,75.4792,ng/ml,No conversion required,
Single,Single,0,38,61,24,8.3713,AlbSO,400,400,Low,Fatty_meal,0.7,Mixture,9.1,Children,24,10,Giardia intestinalis,Infected,Praziquantel,Yes,IVM_DEC_PQ,8.3713,ng/ml,No conversion required,
Single,Single,0,40,62,0,0,AlbSO,400,400,Low,Fasted,NA,NA,NA,Adult,NA,1,None,Healthy,None,None,None,0,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",Only 1 person out of 10 person study shown in Fig 1
Single,Single,0,40,62,1,346.4,AlbSO,400,400,Low,Fasted,NA,NA,NA,Adult,NA,1,None,Healthy,None,None,None,0.3464,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",Only 1 person out of 10 person study shown in Fig 2
Single,Single,0,40,62,2,584,AlbSO,400,400,Low,Fasted,NA,NA,NA,Adult,NA,1,None,Healthy,None,None,None,0.584,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",Only 1 person out of 10 person study shown in Fig 3
Single,Single,0,40,62,3,523.2,AlbSO,400,400,Low,Fasted,NA,NA,NA,Adult,NA,1,None,Healthy,None,None,None,0.5232,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",Only 1 person out of 10 person study shown in Fig 4
Single,Single,0,40,62,4,348.3,AlbSO,400,400,Low,Fasted,NA,NA,NA,Adult,NA,1,None,Healthy,None,None,None,0.3483,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",Only 1 person out of 10 person study shown in Fig 5
Single,Single,0,40,62,5,307.5,AlbSO,400,400,Low,Fasted,NA,NA,NA,Adult,NA,1,None,Healthy,None,None,None,0.3075,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",Only 1 person out of 10 person study shown in Fig 6
Single,Single,0,40,62,6,256.4,AlbSO,400,400,Low,Fasted,NA,NA,NA,Adult,NA,1,None,Healthy,None,None,None,0.2564,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",Only 1 person out of 10 person study shown in Fig 7
Single,Single,0,40,62,7,205.3,AlbSO,400,400,Low,Fasted,NA,NA,NA,Adult,NA,1,None,Healthy,None,None,None,0.2053,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",Only 1 person out of 10 person study shown in Fig 8
Single,Single,0,40,62,8,180,AlbSO,400,400,Low,Fasted,NA,NA,NA,Adult,NA,1,None,Healthy,None,None,None,0.18,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",Only 1 person out of 10 person study shown in Fig 9
Single,Single,0,40,62,10,154.8,AlbSO,400,400,Low,Fasted,NA,NA,NA,Adult,NA,1,None,Healthy,None,None,None,0.1548,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",Only 1 person out of 10 person study shown in Fig 10
Single,Single,0,40,62,11,150.2,AlbSO,400,400,Low,Fasted,NA,NA,NA,Adult,NA,1,None,Healthy,None,None,None,0.1502,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",Only 1 person out of 10 person study shown in Fig 11
Single,Single,0,40,62,12,119.8,AlbSO,400,400,Low,Fasted,NA,NA,NA,Adult,NA,1,None,Healthy,None,None,None,0.1198,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",Only 1 person out of 10 person study shown in Fig 12
Single,Single,0,40,62,24,59.1,AlbSO,400,400,Low,Fasted,NA,NA,NA,Adult,NA,1,None,Healthy,None,None,None,0.0591,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",Only 1 person out of 10 person study shown in Fig 13
Single,Single,0,42,63,0,0,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.00E+00,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,63,1,123.5,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.1235,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,63,2,387.3,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.3873,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,63,3,331.6,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.3316,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,63,4,259.3,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.2593,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,63,6,149.1,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.1491,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,63,8,130.2,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.1302,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,63,11,128,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.128,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,63,24,52.3,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.0523,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,64,0,0,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.00E+00,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,64,1,114.6,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.1146,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,64,2,240.4,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.2404,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,64,3,220.3,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.2203,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,64,4,188.1,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.1881,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,64,6,115.7,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.1157,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,64,8,129.1,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.1291,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,64,11,89,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.089,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,64,24,39,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.039,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,65,0,0,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.00E+00,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,65,1,358.3,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.3583,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,65,2,543.1,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.5431,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,65,3,676.6,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.6766,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,65,4,626.6,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.6266,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,65,6,382.8,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.3828,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,65,8,308.3,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.3083,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,65,11,225.9,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.2259,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,65,24,60.1,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.0601,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,66,0,0,AlbSO,2205,2205,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.00E+00,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",30mg/kg
Single,Single,0,42,66,1,296,AlbSO,2205,2205,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.296,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",30mg/kg
Single,Single,0,42,66,2,289.3,AlbSO,2205,2205,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.2893,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",30mg/kg
Single,Single,0,42,66,3,259.3,AlbSO,2205,2205,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.2593,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",30mg/kg
Single,Single,0,42,66,4,240.4,AlbSO,2205,2205,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.2404,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",30mg/kg
Single,Single,0,42,66,6,181.4,AlbSO,2205,2205,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.1814,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",30mg/kg
Single,Single,0,42,66,8,150.2,AlbSO,2205,2205,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.1502,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",30mg/kg
Single,Single,0,42,66,11,159.1,AlbSO,2205,2205,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.1591,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",30mg/kg
Single,Single,0,42,66,24,70.1,AlbSO,2205,2205,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,None,None,None,0.0701,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",30mg/kg
Single,Single,0,42,67,0,0,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,Cimetidine,Yes,Cimetidine,0.00E+00,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1001",20mg/kg
Single,Single,0,42,67,1,136.9,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,Cimetidine,Yes,Cimetidine,0.1369,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1002",20mg/kg
Single,Single,0,42,67,2,136.9,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,Cimetidine,Yes,Cimetidine,0.1369,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1003",20mg/kg
Single,Single,0,42,67,3,152.5,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,Cimetidine,Yes,Cimetidine,0.1525,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1004",20mg/kg
Single,Single,0,42,67,4,136.9,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,Cimetidine,Yes,Cimetidine,0.1369,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1005",20mg/kg
Single,Single,0,42,67,6,107.8,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,Cimetidine,Yes,Cimetidine,0.1078,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1006",20mg/kg
Single,Single,0,42,67,8,97.9,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,Cimetidine,Yes,Cimetidine,0.0979,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1007",20mg/kg
Single,Single,0,42,67,11,97.9,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,Cimetidine,Yes,Cimetidine,0.0979,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1008",20mg/kg
Single,Single,0,42,67,24,41.2,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,1,None,Healthy,Cimetidine,Yes,Cimetidine,0.0412,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1009",20mg/kg
Single,Single,0,42,68,0,0,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.00E+00,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,68,1,78.1,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.0781,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,68,2,196.7,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.1967,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,68,3,170.2,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.1702,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,68,4,165.1,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.1651,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,68,6,117.9,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.1179,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,68,8,92.4,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.0924,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,68,11,76,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.076,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,68,24,23.5,AlbSO,367.5,367.5,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.0235,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",5mg/kg
Single,Single,0,42,69,0,0,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.00E+00,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,69,1,112.2,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.1122,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,69,2,174.5,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.1745,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,69,3,187.3,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.1873,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,69,4,166.8,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.1668,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,69,6,107.8,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.1078,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,69,8,98.3,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.0983,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,69,11,69.2,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.0692,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,69,24,44.8,AlbSO,735,735,Low,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.0448,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",10mg/kg
Single,Single,0,42,70,0,0,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.00E+00,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,70,1,148.1,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.1481,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,70,2,230,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.23,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,70,3,276.1,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.2761,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,70,4,246.9,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.2469,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,70,6,156.5,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.1565,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,70,8,130.8,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.1308,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,70,11,90.5,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.0905,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,70,24,49.1,AlbSO,1470,1470,High,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.0491,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",20mg/kg
Single,Single,0,42,71,0,0,AlbSO,2205,2205,High,Fasted,1,Male,20,Adult,NA,6,None,Healthy,None,None,None,0.00E+00,mg/l,"Conv = *10^6 for mg -> ng, but /10^3 for l -> ml, overall * 1000",30mg/kg
